date,store_id,sku,product_category,total_sales_units,on_hand_inventory_units,replenishment_units,inventory_pipeline,units_in_transit,units_in_dc,units_on_order,units_under_promotion,shelf_capacity
20210311,1857,64,Category 01,10,68,0,92,0,0,24,0,24
20210312,1857,64,Category 01,8,68,12,92,0,0,24,0,24
20210313,1857,64,Category 01,4,68,0,140,0,12,60,0,24
20210314,1857,64,Category 01,6,63,0,135,0,0,72,0,24
20210315,1857,64,Category 01,10,52,0,124,0,0,72,0,24
20210316,1857,64,Category 01,0,52,0,124,0,0,72,0,24
20210317,1857,64,Category 01,2,52,0,124,0,0,72,0,24
20210318,1857,64,Category 01,3,47,0,71,0,0,24,0,24
20210319,1857,64,Category 01,4,47,0,71,0,0,24,0,24
20210320,1857,64,Category 01,4,43,12,127,0,12,72,0,24
20210321,1857,64,Category 01,2,39,0,159,12,0,108,0,24
20210322,1857,64,Category 01,3,37,12,133,12,0,84,0,24
20210323,1857,64,Category 01,14,46,0,154,12,0,96,0,24
20210324,1857,64,Category 01,8,36,0,156,0,24,96,0,24
20210325,1857,64,Category 01,3,33,24,153,24,0,96,0,24
20210326,1857,64,Category 01,6,33,0,153,24,0,96,0,24
20210327,1857,64,Category 01,6,45,0,153,0,0,108,0,24
20210328,1857,64,Category 01,11,45,0,153,0,0,108,0,24
20210329,1857,64,Category 01,4,30,0,30,0,0,0,0,24
20210330,1857,64,Category 01,7,24,0,192,0,0,168,0,24
20210331,1857,64,Category 01,5,18,0,18,0,0,0,0,24
20210401,1857,64,Category 01,11,7,0,7,0,0,0,0,24
20210402,1857,64,Category 01,0,7,0,7,0,0,0,0,24
20210403,1857,64,Category 01,1,6,0,6,0,0,0,0,24
20210404,1857,64,Category 01,0,6,0,6,0,0,0,0,24
20210405,1857,64,Category 01,0,6,0,6,0,0,0,0,24
20210406,1857,64,Category 01,0,6,0,6,0,0,0,0,24
20210407,1857,64,Category 01,0,6,0,6,0,0,0,0,24
20210408,1857,64,Category 01,1,5,0,5,0,0,0,0,24
20210409,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210410,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210411,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210412,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210413,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210414,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210415,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210416,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210417,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210418,1857,64,Category 01,0,5,0,5,0,0,0,0,24
20210419,1857,64,Category 01,0,5,0,17,0,12,0,0,24
20210420,1857,64,Category 01,0,5,12,17,12,0,0,0,24
20210421,1857,64,Category 01,0,5,0,17,12,0,0,0,24
20210422,1857,64,Category 01,2,15,0,51,0,36,0,0,24
20210423,1857,64,Category 01,9,6,0,42,0,36,0,0,0
20210424,1857,64,Category 01,1,17,12,41,0,24,0,0,24
20210425,1857,64,Category 01,5,12,0,36,0,24,0,0,24
20210426,1857,64,Category 01,4,32,24,32,0,0,0,0,24
20210427,1857,64,Category 01,6,26,0,26,0,0,0,0,24
20210428,1857,64,Category 01,2,24,0,36,0,12,0,0,24
20210429,1857,64,Category 01,2,22,12,34,12,0,0,0,24
20210430,1857,64,Category 01,6,28,0,28,0,0,0,0,24
20190101,1858,64,Category 01,0,9,0,33,0,24,0,0,25
20190105,1858,64,Category 01,0,32,0,32,0,0,0,0,25
20190106,1858,64,Category 01,0,32,0,32,0,0,0,0,25
20190107,1858,64,Category 01,0,32,0,32,0,0,0,0,25
20190111,1858,64,Category 01,1,31,0,31,0,0,0,0,25
20190112,1858,64,Category 01,0,31,0,31,0,0,0,0,25
20190114,1858,64,Category 01,0,31,0,31,0,0,0,0,25
20190117,1858,64,Category 01,0,29,0,29,0,0,0,0,25
20190119,1858,64,Category 01,0,28,0,28,0,0,0,0,25
20190122,1858,64,Category 01,0,28,0,28,0,0,0,0,25
20190123,1858,64,Category 01,0,28,0,28,0,0,0,0,25
20190125,1858,64,Category 01,0,28,0,28,0,0,0,0,25
20190128,1858,64,Category 01,0,28,0,28,0,0,0,0,25
20190201,1858,64,Category 01,0,28,0,28,0,0,0,0,25
20190206,1858,64,Category 01,0,26,0,26,0,0,0,0,25
20190209,1858,64,Category 01,3,22,0,22,0,0,0,0,25
20190211,1858,64,Category 01,0,22,0,22,0,0,0,0,25
20190213,1858,64,Category 01,0,21,0,21,0,0,0,0,25
20190214,1858,64,Category 01,0,21,0,21,0,0,0,0,25
20190217,1858,64,Category 01,3,18,0,18,0,0,0,0,25
20190218,1858,64,Category 01,0,18,0,18,0,0,0,0,25
20190220,1858,64,Category 01,0,18,0,18,0,0,0,0,25
20190221,1858,64,Category 01,0,18,0,18,0,0,0,0,25
20190222,1858,64,Category 01,8,10,0,10,0,0,0,0,25
20190223,1858,64,Category 01,0,10,0,22,0,12,0,0,25
20190224,1858,64,Category 01,0,10,12,22,12,0,0,0,25
20190225,1858,64,Category 01,0,22,0,22,0,0,0,0,25
20190227,1858,64,Category 01,2,20,0,20,0,0,0,0,25
20190305,1858,64,Category 01,1,20,0,20,0,0,0,0,36
20190306,1858,64,Category 01,0,19,0,19,0,0,0,0,36
20190308,1858,64,Category 01,0,19,0,19,0,0,0,0,36
20190309,1858,64,Category 01,0,19,0,19,0,0,0,0,36
20190310,1858,64,Category 01,2,17,0,17,0,0,0,0,36
20190313,1858,64,Category 01,1,16,0,64,0,48,0,0,36
20190317,1858,64,Category 01,0,63,0,63,0,0,0,0,36
20190318,1858,64,Category 01,0,63,0,63,0,0,0,0,36
20190324,1858,64,Category 01,0,58,0,58,0,0,0,0,36
20190326,1858,64,Category 01,0,54,0,54,0,0,0,0,36
20190327,1858,64,Category 01,4,50,0,50,0,0,0,0,36
20190329,1858,64,Category 01,0,50,0,50,0,0,0,0,36
20190330,1858,64,Category 01,0,50,0,50,0,0,0,0,36
20190401,1858,64,Category 01,0,50,0,50,0,0,0,0,36
20190404,1858,64,Category 01,0,50,0,50,0,0,0,0,36
20190409,1858,64,Category 01,0,50,0,50,0,0,0,0,36
20190410,1858,64,Category 01,0,50,0,50,0,0,0,0,36
20190411,1858,64,Category 01,1,49,0,49,0,0,0,0,36
20190412,1858,64,Category 01,0,49,0,49,0,0,0,0,36
20190413,1858,64,Category 01,0,0,0,0,0,0,0,0,36
20190415,1858,64,Category 01,0,49,0,49,0,0,0,0,36
20190416,1858,64,Category 01,0,49,0,49,0,0,0,0,36
20190417,1858,64,Category 01,0,49,0,49,0,0,0,0,36
20190418,1858,64,Category 01,0,49,0,49,0,0,0,0,36
20190419,1858,64,Category 01,0,0,0,0,0,0,0,0,36
20190421,1858,64,Category 01,0,48,0,48,0,0,0,0,36
20190422,1858,64,Category 01,0,48,0,48,0,0,0,0,36
20190423,1858,64,Category 01,0,48,0,48,0,0,0,0,36
20190425,1858,64,Category 01,1,47,0,47,0,0,0,0,36
20190430,1858,64,Category 01,0,47,0,47,0,0,0,0,36
20190501,1858,64,Category 01,0,47,0,47,0,0,0,0,36
20190510,1858,64,Category 01,0,0,0,0,0,0,0,0,36
20190514,1858,64,Category 01,0,46,0,46,0,0,0,0,36
20190515,1858,64,Category 01,1,45,0,45,0,0,0,0,36
20190519,1858,64,Category 01,0,45,0,45,0,0,0,0,36
20190525,1858,64,Category 01,0,45,0,45,0,0,0,0,36
20190530,1858,64,Category 01,0,45,0,45,0,0,0,0,36
20190601,1858,64,Category 01,0,45,0,45,0,0,0,0,36
20190609,1858,64,Category 01,0,43,0,43,0,0,0,0,36
20190612,1858,64,Category 01,0,42,0,42,0,0,0,0,36
20190615,1858,64,Category 01,0,41,0,41,0,0,0,0,36
20190618,1858,64,Category 01,1,38,0,38,0,0,0,0,36
20190621,1858,64,Category 01,0,35,0,35,0,0,0,0,36
20190623,1858,64,Category 01,0,35,0,35,0,0,0,0,36
20190626,1858,64,Category 01,0,35,0,35,0,0,0,0,36
20190628,1858,64,Category 01,0,35,0,35,0,0,0,0,36
20190629,1858,64,Category 01,0,35,0,35,0,0,0,0,36
20190630,1858,64,Category 01,0,35,0,35,0,0,0,0,36
20190702,1858,64,Category 01,0,34,0,34,0,0,0,0,36
20190703,1858,64,Category 01,0,34,0,34,0,0,0,0,36
20190704,1858,64,Category 01,1,33,0,33,0,0,0,0,36
20190706,1858,64,Category 01,2,30,0,30,0,0,0,0,36
20190713,1858,64,Category 01,0,29,0,29,0,0,0,0,36
20190716,1858,64,Category 01,0,29,0,29,0,0,0,0,36
20190719,1858,64,Category 01,0,29,0,29,0,0,0,0,36
20190720,1858,64,Category 01,0,58,0,58,0,0,0,0,36
20190723,1858,64,Category 01,0,54,0,54,0,0,0,0,36
20190725,1858,64,Category 01,0,54,0,54,0,0,0,0,36
20190806,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20190807,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20190808,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20190815,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20190816,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20190819,1858,64,Category 01,1,21,0,21,0,0,0,0,36
20190831,1858,64,Category 01,0,18,0,30,0,0,12,0,36
20190901,1858,64,Category 01,0,18,0,18,0,0,0,0,36
20190903,1858,64,Category 01,0,18,0,30,0,0,12,0,36
20190904,1858,64,Category 01,0,18,0,30,0,0,12,0,36
20190907,1858,64,Category 01,0,17,0,29,0,12,0,0,36
20190910,1858,64,Category 01,0,29,0,29,0,0,0,0,36
20190914,1858,64,Category 01,0,29,0,29,0,0,0,0,36
20190915,1858,64,Category 01,1,28,0,28,0,0,0,0,36
20190916,1858,64,Category 01,0,28,0,28,0,0,0,0,36
20190918,1858,64,Category 01,0,28,0,28,0,0,0,0,36
20190919,1858,64,Category 01,0,28,0,28,0,0,0,0,36
20190921,1858,64,Category 01,0,28,0,28,0,0,0,0,36
20190923,1858,64,Category 01,0,28,0,28,0,0,0,0,36
20190930,1858,64,Category 01,0,26,0,26,0,0,0,0,36
20191007,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20191009,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20191012,1858,64,Category 01,2,23,0,23,0,0,0,0,36
20191015,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20191016,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20191017,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20191022,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20191023,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20191024,1858,64,Category 01,0,23,0,23,0,0,0,0,36
20191026,1858,64,Category 01,1,22,0,22,0,0,0,0,36
20191029,1858,64,Category 01,0,22,0,22,0,0,0,0,36
20191030,1858,64,Category 01,0,22,0,22,0,0,0,0,36
20191031,1858,64,Category 01,0,0,0,0,0,0,0,0,36
20191101,1858,64,Category 01,0,22,0,22,0,0,0,0,36
20191102,1858,64,Category 01,0,22,0,22,0,0,0,0,36
20191103,1858,64,Category 01,1,22,0,22,0,0,0,0,36
20191106,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20191107,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20191108,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20191109,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20191117,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20191120,1858,64,Category 01,0,19,0,19,0,0,0,0,36
20191121,1858,64,Category 01,0,19,0,19,0,0,0,0,36
20191128,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191201,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191202,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191207,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191209,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191211,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191212,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191214,1858,64,Category 01,0,16,0,16,0,0,0,0,36
20191220,1858,64,Category 01,1,15,0,15,0,0,0,0,36
20191222,1858,64,Category 01,0,15,0,15,0,0,0,0,36
20191224,1858,64,Category 01,1,14,0,14,0,0,0,0,36
20191225,1858,64,Category 01,0,14,0,14,0,0,0,0,36
20191226,1858,64,Category 01,0,14,0,14,0,0,0,0,36
20191227,1858,64,Category 01,0,14,0,14,0,0,0,0,36
20191229,1858,64,Category 01,0,14,0,26,0,0,12,0,36
20191230,1858,64,Category 01,0,14,0,26,0,0,12,0,36
20191231,1858,64,Category 01,0,14,0,14,0,0,0,0,36
20200101,1858,64,Category 01,0,14,0,38,0,12,12,0,36
20200102,1858,64,Category 01,0,14,12,26,12,0,0,0,36
20200103,1858,64,Category 01,1,25,0,25,0,0,0,0,36
20200104,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200105,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200106,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200108,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200109,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200111,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200115,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200116,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200118,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200121,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200122,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200126,1858,64,Category 01,0,25,0,25,0,0,0,0,36
20200127,1858,64,Category 01,1,24,0,24,0,0,0,0,36
20200129,1858,64,Category 01,1,21,0,21,0,0,0,0,36
20200131,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200201,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200206,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200207,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200211,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200213,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200214,1858,64,Category 01,0,0,0,0,0,0,0,0,36
20200216,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200218,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200219,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200220,1858,64,Category 01,0,21,0,21,0,0,0,0,36
20200223,1858,64,Category 01,0,19,0,19,0,0,0,0,30
20200224,1858,64,Category 01,1,18,0,18,0,0,0,0,30
20200228,1858,64,Category 01,0,16,0,16,0,0,0,0,30
20200301,1858,64,Category 01,1,15,0,15,0,0,0,0,30
20200303,1858,64,Category 01,0,15,0,15,0,0,0,0,30
20200305,1858,64,Category 01,0,15,0,15,0,0,0,0,30
20200307,1858,64,Category 01,0,15,0,15,0,0,0,0,30
20200308,1858,64,Category 01,0,15,0,15,0,0,0,0,30
20200310,1858,64,Category 01,0,15,0,15,0,0,0,0,30
20200312,1858,64,Category 01,11,5,0,5,0,0,0,0,30
20200313,1858,64,Category 01,2,1,0,1,0,0,0,0,30
20200317,1858,64,Category 01,0,1,0,13,0,12,0,0,30
20200318,1858,64,Category 01,0,1,0,13,0,12,0,0,30
20200324,1858,64,Category 01,1,12,0,12,0,0,0,0,30
20200325,1858,64,Category 01,9,3,0,3,0,0,0,0,30
20200326,1858,64,Category 01,2,1,0,13,0,12,0,0,30
20200331,1858,64,Category 01,0,15,0,15,0,0,0,0,30
20200404,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200407,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200409,1858,64,Category 01,0,1,0,13,0,12,0,0,30
20200411,1858,64,Category 01,0,1,12,13,12,0,0,0,30
20200415,1858,64,Category 01,3,6,0,6,0,0,0,0,30
20200416,1858,64,Category 01,5,1,0,1,0,0,0,0,30
20200418,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200419,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200422,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200423,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200425,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200427,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200428,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200429,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200502,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200508,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200509,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200511,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200513,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200520,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200521,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200523,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200525,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200527,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200528,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200529,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200531,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200604,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200609,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200610,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200612,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200615,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200617,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200618,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200621,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200622,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200626,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200702,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200707,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200709,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200710,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200711,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200712,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200716,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200725,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200726,1858,64,Category 01,0,1,0,1,0,0,0,0,30
20200728,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200803,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200804,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200806,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200807,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200811,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200813,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200819,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200825,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200826,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200828,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200909,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200911,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200913,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200914,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200916,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200919,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200920,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200922,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200923,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200924,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200925,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200929,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20200930,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201001,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201003,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201004,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201005,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201006,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201007,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201010,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201011,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201016,1858,64,Category 01,0,0,0,12,0,0,12,0,30
20201017,1858,64,Category 01,0,0,0,12,0,12,0,0,30
20201023,1858,64,Category 01,1,10,0,10,0,0,0,0,30
20201027,1858,64,Category 01,0,10,0,22,0,12,0,0,30
20201028,1858,64,Category 01,0,10,12,22,12,0,0,0,30
20201029,1858,64,Category 01,0,22,0,22,0,0,0,0,30
20201030,1858,64,Category 01,0,22,0,22,0,0,0,0,30
20201031,1858,64,Category 01,0,22,0,22,0,0,0,0,30
20201101,1858,64,Category 01,1,21,0,21,0,0,0,0,30
20201102,1858,64,Category 01,0,21,0,21,0,0,0,0,30
20201105,1858,64,Category 01,0,20,0,20,0,0,0,0,30
20201107,1858,64,Category 01,0,20,0,20,0,0,0,0,30
20201108,1858,64,Category 01,0,20,0,20,0,0,0,0,30
20201111,1858,64,Category 01,0,20,0,20,0,0,0,0,30
20201117,1858,64,Category 01,1,18,0,18,0,0,0,0,30
20201118,1858,64,Category 01,5,14,0,14,0,0,0,0,30
20201122,1858,64,Category 01,3,9,0,9,0,0,0,0,30
20201126,1858,64,Category 01,0,4,0,16,0,0,12,0,30
20201129,1858,64,Category 01,0,2,0,26,0,0,24,0,30
20201203,1858,64,Category 01,0,1,0,13,0,0,12,0,30
20201206,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201208,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20201209,1858,64,Category 01,0,0,0,24,0,0,24,0,30
20201210,1858,64,Category 01,0,0,0,24,0,0,24,0,30
20201212,1858,64,Category 01,0,1,0,25,0,12,12,0,30
20201215,1858,64,Category 01,0,12,0,12,0,0,0,0,30
20201216,1858,64,Category 01,0,12,0,24,0,0,12,0,30
20201217,1858,64,Category 01,0,12,0,24,0,0,12,0,30
20201219,1858,64,Category 01,0,12,0,12,0,0,0,0,30
20201221,1858,64,Category 01,0,12,0,12,0,0,0,0,30
20201223,1858,64,Category 01,0,12,0,12,0,0,0,0,30
20201225,1858,64,Category 01,0,12,0,12,0,0,0,0,30
20201226,1858,64,Category 01,1,11,0,11,0,0,0,0,30
20201227,1858,64,Category 01,0,11,0,11,0,0,0,0,30
20210101,1858,64,Category 01,0,10,0,10,0,0,0,0,30
20210103,1858,64,Category 01,0,10,0,10,0,0,0,0,30
20210104,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20210105,1858,64,Category 01,0,10,0,10,0,0,0,0,30
20210107,1858,64,Category 01,0,10,0,10,0,0,0,0,30
20210109,1858,64,Category 01,1,9,0,9,0,0,0,0,30
20210111,1858,64,Category 01,4,5,0,5,0,0,0,0,30
20210114,1858,64,Category 01,0,3,0,15,0,0,12,0,30
20210116,1858,64,Category 01,0,3,0,15,0,12,0,0,30
20210119,1858,64,Category 01,0,3,12,15,12,0,0,0,30
20210127,1858,64,Category 01,0,14,0,14,0,0,0,0,30
20210128,1858,64,Category 01,0,14,0,14,0,0,0,0,30
20210130,1858,64,Category 01,1,13,0,13,0,0,0,0,30
20210202,1858,64,Category 01,0,12,0,12,0,0,0,0,30
20210206,1858,64,Category 01,0,11,0,11,0,0,0,0,30
20210207,1858,64,Category 01,0,0,0,0,0,0,0,0,30
20210208,1858,64,Category 01,0,11,0,11,0,0,0,0,30
20210209,1858,64,Category 01,0,11,0,11,0,0,0,0,30
20210210,1858,64,Category 01,1,10,0,10,0,0,0,0,30
20210211,1858,64,Category 01,0,10,0,10,0,0,0,0,30
20210212,1858,64,Category 01,0,10,0,10,0,0,0,0,30
20210213,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210214,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210215,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210216,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210217,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210218,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210219,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210220,1858,64,Category 01,0,10,0,10,0,0,0,0,24
20210221,1858,64,Category 01,2,8,0,8,0,0,0,0,24
20210222,1858,64,Category 01,0,16,0,16,0,0,0,0,24
20210223,1858,64,Category 01,0,16,0,16,0,0,0,0,24
20210224,1858,64,Category 01,0,8,0,8,0,0,0,0,24
20210225,1858,64,Category 01,0,8,0,20,0,0,12,0,24
20210226,1858,64,Category 01,3,8,0,8,0,0,0,0,24
20210227,1858,64,Category 01,0,5,0,17,0,0,12,0,24
20210228,1858,64,Category 01,0,5,0,17,0,0,12,0,24
20210301,1858,64,Category 01,1,5,0,17,0,0,12,0,24
20210302,1858,64,Category 01,0,4,0,16,0,0,12,0,24
20210303,1858,64,Category 01,3,1,0,13,0,12,0,0,24
20210304,1858,64,Category 01,0,1,12,13,12,0,0,0,24
20210305,1858,64,Category 01,0,13,0,13,0,0,0,0,24
20210306,1858,64,Category 01,1,13,0,13,0,0,0,0,24
20210307,1858,64,Category 01,3,13,0,13,0,0,0,0,24
20210308,1858,64,Category 01,0,9,0,21,0,12,0,0,24
20210309,1858,64,Category 01,0,9,12,21,0,12,0,0,24
20210310,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210311,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210312,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210313,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210314,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210315,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210316,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210317,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210318,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210319,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210320,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210321,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210322,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210323,1858,64,Category 01,0,21,0,21,0,0,0,0,24
20210324,1858,64,Category 01,1,20,0,20,0,0,0,0,24
20210325,1858,64,Category 01,1,19,0,19,0,0,0,0,24
20210326,1858,64,Category 01,0,19,0,19,0,0,0,0,24
20210327,1858,64,Category 01,0,19,0,19,0,0,0,0,24
20210328,1858,64,Category 01,0,19,0,19,0,0,0,0,24
20210329,1858,64,Category 01,0,19,0,19,0,0,0,0,24
20210330,1858,64,Category 01,0,19,0,19,0,0,0,0,24
20210331,1858,64,Category 01,1,18,0,18,0,0,0,0,24
20210401,1858,64,Category 01,0,18,0,18,0,0,0,0,24
20210402,1858,64,Category 01,0,18,0,18,0,0,0,0,24
20210403,1858,64,Category 01,1,17,0,17,0,0,0,0,24
20210404,1858,64,Category 01,0,17,0,17,0,0,0,0,24
20210405,1858,64,Category 01,0,17,0,17,0,0,0,0,24
20210406,1858,64,Category 01,0,17,0,17,0,0,0,0,24
20210407,1858,64,Category 01,1,17,0,17,0,0,0,0,24
20210408,1858,64,Category 01,0,16,0,16,0,0,0,0,24
20210409,1858,64,Category 01,1,16,0,16,0,0,0,0,24
20210410,1858,64,Category 01,0,15,0,15,0,0,0,0,24
20210411,1858,64,Category 01,0,15,0,15,0,0,0,0,24
20210412,1858,64,Category 01,0,15,0,15,0,0,0,0,24
